ip,click date,Agency,product code,travel date,Continent,Country,City,Flight,Product type,Price,Travel Period,id
218******0.122,1/22/17,LT091,LT0917480AAAAZ,2/6/17,Europe,Italy,Venice,AZ,P,1390000,8,16994
218******0.122,1/22/17,LT091,LT0917480AAAAZ,2/6/17,Europe,Italy,Sorrento,AZ,P,1390000,8,16995
218******0.122,1/22/17,LT091,LT0917480AAAAZ,2/6/17,Europe,Italy,Pompeii,AZ,P,1390000,8,16996
218******0.122,1/22/17,LT091,LT0917480AAAAZ,2/6/17,Europe,Italy,Florence,AZ,P,1390000,8,16997
114******42.84,1/23/17,JU,JUAUP704OZ7,2/1/17,Asia,Vietnam,Hoi An,OZ7,P,589000,5,16998
114******42.84,1/23/17,JU,JUAUP704OZ7,2/1/17,Asia,Vietnam,Danang,OZ7,P,589000,5,16999
49.******07,1/23/17,HN,HNAPP179PRY,3/13/17,Asia,Philippines,Details,PRY,P,339000,5,17000
49.******07,1/23/17,HN,HNAPP179PRY,2/19/17,Asia,Philippines,Details,PRY,P,469000,5,17001
49.******07,1/23/17,HN,HNAPP179PRY,2/20/17,Asia,Philippines,Details,PRY,P,469000,5,17002
49.******07,1/23/17,HN,HNAPP179PRY,2/4/17,Asia,Philippines,Details,PRY,P,449000,5,17003
49.******07,1/23/17,HN,HNAPP179PRY,3/26/17,Asia,Philippines,Details,PRY,P,339000,5,17004
223******4.71,1/23/17,HN,HNABP100LJB,1/27/17,Asia,Thailand,Phuket,LJB,P,1333000,5,17005
223******4.71,1/23/17,HN,HNABP100LJB,1/27/17,Asia,Thailand,Phuket,LJB,P,1333000,5,17006
210******9.118,1/23/17,HN,HNABP100LJB,2/14/17,Asia,Thailand,Phuket,LJB,P,679000,5,17007
210******9.118,1/23/17,JU,JUARP116RS5,2/15/17,Asia,Cambodia,Siem Reap,RS5,P,599000,5,17008
210******9.118,1/23/17,MD,MDAME703ZETP,2/15/17,Asia,Malaysia,Kota Kinabalu,ZETP,P,853800,5,17009
211******81.161,1/23/17,JU,JUAUP704OZ7,3/24/17,Asia,Vietnam,Danang,OZ7,P,499000,5,17010
211******81.161,1/23/17,JU,JUAUP704OZ7,3/24/17,Asia,Vietnam,Hoi An,OZ7,P,499000,5,17011
211******81.161,1/23/17,JU,JUAUP704OZ7,3/20/17,Asia,Vietnam,Danang,OZ7,P,479000,5,17012
211******81.161,1/23/17,JU,JUAUP704OZ7,3/20/17,Asia,Vietnam,Hoi An,OZ7,P,479000,5,17013
121******55.37,1/23/17,KR,KR1102014127TW,2/12/17,Asia,Japan,Fukuoka,TW,P,499000,3,17014
121******55.37,1/23/17,KR,KR1102014127TW,2/12/17,Asia,Japan,Saga,TW,P,499000,3,17015
121******55.37,1/23/17,KR,KR1102014127TW,2/19/17,Asia,Japan,Fukuoka,TW,P,549000,3,17016
121******55.37,1/23/17,KR,KR1102014127TW,2/19/17,Asia,Japan,Saga,TW,P,549000,3,17017
121******55.37,1/23/17,KR,KR1102014127TW,2/14/17,Asia,Japan,Fukuoka,TW,P,449000,3,17018
121******55.37,1/23/17,KR,KR1102014127TW,2/14/17,Asia,Japan,Saga,TW,P,449000,3,17019
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Beppu,LJ3,P,601400,3,17020
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Yufuin,LJ3,P,601400,3,17021
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Fukuoka,LJ3,P,601400,3,17022
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Kokura,LJ3,P,601400,3,17023
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Kurokawa,LJ3,P,601400,3,17024
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Moji,LJ3,P,601400,3,17025
121******55.37,1/23/17,HN,HNJKP702LJ3,2/8/17,Asia,Japan,Kitakyushu,LJ3,P,601400,3,17026
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Hita,BXJC,P,401400,3,17027
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Kitakyushu,BXJC,P,401400,3,17028
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Fukuoka,BXJC,P,401400,3,17029
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Oita,BXJC,P,401400,3,17030
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Beppu,BXJC,P,401400,3,17031
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Shimonoseki,BXJC,P,401400,3,17032
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Yufuin,BXJC,P,401400,3,17033
121******55.37,1/23/17,MD,MDBJP401BXJC,2/19/17,Asia,Japan,Kyushu,BXJC,P,401400,3,17034
61.******234,1/23/17,KR,KR1202016269ZA,2/23/17,Asia,Cambodia,Siem Reap,ZA,P,599000,5,17035
61.******234,1/23/17,KR,KR1242015125PR,2/24/17,Asia,Philippines,Manila,PR,P,499000,4,17036
223******8.21,1/23/17,HN,HNCHP822NXA,3/31/17,Asia,Macau,Macau,NXA,P,699000,4,17037
223******8.21,1/23/17,HN,HNCHP822NXA,3/31/17,Asia,Hong Kong,Hong Kong,NXA,P,699000,4,17038
1.2******.177,1/23/17,JU,JUCPP321KE8,2/9/17,Asia,China,Shanghai,KE8,P,299000,4,17039
1.2******.177,1/23/17,JU,JUCPP321KE8,2/9/17,Asia,China,Hangzhou,KE8,P,299000,4,17040
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Swiss,Lucerne,AZ,P,1790000,8,17041
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Swiss,Interlaken,AZ,P,1790000,8,17042
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,France,Paris,AZ,P,1790000,8,17043
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Italy,Rome,AZ,P,1790000,8,17044
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Italy,Milan,AZ,P,1790000,8,17045
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Italy,Venice,AZ,P,1790000,8,17046
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Italy,Florence,AZ,P,1790000,8,17047
175******01.218,1/23/17,KR,KR150201139AZ,2/20/17,Europe,Italy,Tivoli,AZ,P,1790000,8,17048
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Swiss,Lucerne,AZ,P,1490000,8,17049
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Swiss,Interlaken,AZ,P,1490000,8,17050
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,France,Paris,AZ,P,1490000,8,17051
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Italy,Rome,AZ,P,1490000,8,17052
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Italy,Milan,AZ,P,1490000,8,17053
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Italy,Venice,AZ,P,1490000,8,17054
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Italy,Florence,AZ,P,1490000,8,17055
175******01.218,1/23/17,KR,KR150201139AZ,2/27/17,Europe,Italy,Tivoli,AZ,P,1490000,8,17056
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Swiss,Lucerne,AZ,P,1890000,8,17057
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Swiss,Interlaken,AZ,P,1890000,8,17058
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,France,Paris,AZ,P,1890000,8,17059
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Italy,Rome,AZ,P,1890000,8,17060
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Italy,Milan,AZ,P,1890000,8,17061
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Italy,Venice,AZ,P,1890000,8,17062
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Italy,Florence,AZ,P,1890000,8,17063
175******01.218,1/23/17,KR,KR150201139AZ,2/13/17,Europe,Italy,Tivoli,AZ,P,1890000,8,17064
14.******.215,1/23/17,HN,HNJKP500KEZ,2/24/17,Asia,Japan,Beppu,KEZ,P,899000,3,17065
14.******.215,1/23/17,HN,HNJKP500KEZ,2/24/17,Asia,Japan,Oita,KEZ,P,899000,3,17066
14.******.215,1/23/17,HN,HNJKP500KEZ,2/24/17,Asia,Japan,Yufuin,KEZ,P,899000,3,17067
14.******.215,1/23/17,HN,HNJKP500KEZ,2/24/17,Asia,Japan,Fukuoka,KEZ,P,899000,3,17068
14.******.215,1/23/17,HN,HNJKP500KEZ,2/24/17,Asia,Japan,Aso,KEZ,P,899000,3,17069
110******.204,1/23/17,HN,HNJKB560LJ3,2/23/17,Asia,Japan,Fukuoka,LJ3,F,459000,3,17070
110******.204,1/23/17,HN,HNJWA702LJP,2/23/17,Asia,Japan,Okinawa,LJP,F,866900,4,17071
110******.204,1/23/17,HN,HNJOB561ZE4,2/23/17,Asia,Japan,Osaka,ZE4,F,459400,4,17072
110******.204,1/23/17,HJ,HJKW20852LJ2,3/23/17,Asia,Japan,Osaka,LJ2,F,491400,3,17073
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Monaco,Monaco,EK3,P,1220000,9,17074
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,France,Nice,EK3,P,1220000,9,17075
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,France,Saint fold vans,EK3,P,1220000,9,17076
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,France,Eze,EK3,P,1220000,9,17077
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Neapolitan,EK3,P,1220000,9,17078
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Rome,EK3,P,1220000,9,17079
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Venice,EK3,P,1220000,9,17080
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Veronese,EK3,P,1220000,9,17081
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Bologna,EK3,P,1220000,9,17082
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Genoa,EK3,P,1220000,9,17083
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Pompeii,EK3,P,1220000,9,17084
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Florence,EK3,P,1220000,9,17085
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Europe,Italy,Pisa,EK3,P,1220000,9,17086
211******3.153,1/23/17,JU,JUEWP380EK3,2/27/17,Middle East,United Arab Emirates,Dubai,EK3,P,1220000,9,17087
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Slovakia,Bled,OK1,P,1390000,9,17088
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Austria,Salzburg,OK1,P,1390000,9,17089
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Austria,Salzkammergut,OK1,P,1390000,9,17090
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Czech Republic,Prague,OK1,P,1390000,9,17091
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Czech Republic,Ceske Budejovice,OK1,P,1390000,9,17092
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Czech Republic,Cesky Krumlov,OK1,P,1390000,9,17093
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Croatia,Dubrovnik,OK1,P,1390000,9,17094
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Croatia,Zagreb,OK1,P,1390000,9,17095
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Croatia,Split,OK1,P,1390000,9,17096
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Croatia,Zadar,OK1,P,1390000,9,17097
211******3.153,1/23/17,HJ,HJKW42470OK1,2/9/17,Europe,Croatia,Trogir,OK1,P,1390000,9,17098
124******7.156,1/23/17,HJ,HJKW20852LJ2,2/7/17,Asia,Japan,Osaka,LJ2,F,551400,3,17099
124******7.156,1/23/17,MD,MDBDP902CI4A,2/8/17,Asia,Taiwan,Taipei,CI4A,P,801400,4,17100
124******7.156,1/23/17,MD,MDBDP902CI4A,2/8/17,Asia,Taiwan,Harien,CI4A,P,801400,4,17101
124******7.156,1/23/17,KR,KR123201638LJ,2/8/17,Asia,Taiwan,Taipei,LJ,P,699000,4,17102
124******7.156,1/23/17,KR,KR123201638LJ,2/8/17,Asia,Taiwan,Taipei,LJ,P,699000,4,17103
182******04.229,1/23/17,KR,KR1242015215PR,2/17/17,Asia,Philippines,Manila,PR,P,399000,4,17104
223******4.76,1/23/17,MD,MDBDP902CI4A,2/18/17,Asia,Taiwan,Taipei,CI4A,P,601400,4,17105
223******4.76,1/23/17,MD,MDBDP902CI4A,2/18/17,Asia,Taiwan,Harien,CI4A,P,601400,4,17106
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Granada,SU,F,2490000,16,17107
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Madrid,SU,F,2490000,16,17108
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Barcelona,SU,F,2490000,16,17109
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Rhonda,SU,F,2490000,16,17110
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Malaga,SU,F,2490000,16,17111
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Sevilla,SU,F,2490000,16,17112
61.******.99,1/23/17,HN,HNEMB382SU,1/27/17,Europe,Spain,Cordoba,SU,F,2490000,16,17113
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Granada,SU,F,2490000,16,17114
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Madrid,SU,F,2490000,16,17115
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Barcelona,SU,F,2490000,16,17116
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Rhonda,SU,F,2490000,16,17117
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Malaga,SU,F,2490000,16,17118
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Sevilla,SU,F,2490000,16,17119
61.******.99,1/23/17,HN,HNEMB382SU,1/28/17,Europe,Spain,Cordoba,SU,F,2490000,16,17120
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Granada,SU,F,2490000,16,17121
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Madrid,SU,F,2490000,16,17122
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Barcelona,SU,F,2490000,16,17123
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Rhonda,SU,F,2490000,16,17124
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Malaga,SU,F,2490000,16,17125
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Sevilla,SU,F,2490000,16,17126
61.******.99,1/23/17,HN,HNEMB382SU,1/29/17,Europe,Spain,Cordoba,SU,F,2490000,16,17127
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Granada,SU,F,2490000,16,17128
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Madrid,SU,F,2490000,16,17129
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Barcelona,SU,F,2490000,16,17130
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Rhonda,SU,F,2490000,16,17131
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Malaga,SU,F,2490000,16,17132
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Sevilla,SU,F,2490000,16,17133
61.******.99,1/23/17,HN,HNEMB382SU,1/30/17,Europe,Spain,Cordoba,SU,F,2490000,16,17134
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Granada,SU,F,2490000,16,17135
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Madrid,SU,F,2490000,16,17136
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Barcelona,SU,F,2490000,16,17137
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Rhonda,SU,F,2490000,16,17138
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Malaga,SU,F,2490000,16,17139
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Sevilla,SU,F,2490000,16,17140
61.******.99,1/23/17,HN,HNEMB382SU,1/31/17,Europe,Spain,Cordoba,SU,F,2490000,16,17141
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Granada,SU,F,2490000,16,17142
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Madrid,SU,F,2490000,16,17143
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Barcelona,SU,F,2490000,16,17144
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Rhonda,SU,F,2490000,16,17145
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Malaga,SU,F,2490000,16,17146
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Sevilla,SU,F,2490000,16,17147
61.******.99,1/23/17,HN,HNEMB382SU,2/1/17,Europe,Spain,Cordoba,SU,F,2490000,16,17148
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Granada,SU,F,2490000,16,17149
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Madrid,SU,F,2490000,16,17150
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Barcelona,SU,F,2490000,16,17151
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Rhonda,SU,F,2490000,16,17152
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Malaga,SU,F,2490000,16,17153
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Sevilla,SU,F,2490000,16,17154
61.******.99,1/23/17,HN,HNEMB382SU,2/2/17,Europe,Spain,Cordoba,SU,F,2490000,16,17155
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Granada,SU,F,2490000,16,17156
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Madrid,SU,F,2490000,16,17157
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Barcelona,SU,F,2490000,16,17158
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Rhonda,SU,F,2490000,16,17159
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Malaga,SU,F,2490000,16,17160
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Sevilla,SU,F,2490000,16,17161
61.******.99,1/23/17,HN,HNEMB382SU,2/3/17,Europe,Spain,Cordoba,SU,F,2490000,16,17162
223******4.76,1/23/17,HN,HNCHP803CX1,2/18/17,Asia,Hong Kong,Hong Kong,CX1,P,919000,4,17163
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Danang,LJ0,P,624200,5,17164
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Hoi An,LJ0,P,624200,5,17165
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Hue,LJ0,P,624200,5,17166
121******02.188,1/23/17,KR,KR170201694OZ,1/27/17,Asia,China,Tianjin,OZ,P,799000,4,17167
121******02.188,1/23/17,JU,JUCBP235OZ3,1/27/17,Asia,Republic of Korea,Kim-Po,OZ3,P,799000,4,17168
121******02.188,1/23/17,JU,JUCBP235OZ3,1/27/17,Asia,China,Beijing,OZ3,P,799000,4,17169
121******02.188,1/23/17,JU,JUCBP235OZ3,1/27/17,Asia,China,Tianjin,OZ3,P,799000,4,17170
121******02.188,1/23/17,JU,JUAXP206TW1,1/27/17,Asia,Laos,Vanguard,TW1,P,999000,5,17171
121******02.188,1/23/17,JU,JUAXP206TW1,1/27/17,Asia,Laos,Vientiane,TW1,P,999000,5,17172
121******02.188,1/23/17,JU,JUAXP206TW1,1/26/17,Asia,Laos,Vanguard,TW1,P,999000,5,17173
121******02.188,1/23/17,JU,JUAXP206TW1,1/26/17,Asia,Laos,Vientiane,TW1,P,999000,5,17174
121******02.188,1/23/17,JU,JUAXP206TW1,1/26/17,Asia,Laos,Vanguard,TW1,P,999000,5,17175
121******02.188,1/23/17,JU,JUAXP206TW1,1/26/17,Asia,Laos,Vientiane,TW1,P,999000,5,17176
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Danang,LJ0,P,624200,5,17177
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Hoi An,LJ0,P,624200,5,17178
211******95.9,1/23/17,JU,JUAUPP14LJ0,2/17/17,Asia,Vietnam,Hue,LJ0,P,624200,5,17179
125******25.181,1/23/17,KR,KR1242015125PR,3/24/17,Asia,Philippines,Manila,PR,P,349000,4,17180
125******25.181,1/23/17,KR,KR1242015215PR,3/24/17,Asia,Philippines,Manila,PR,P,329000,4,17181
117******8.226,1/23/17,JU,JUAUP704OZ7,2/6/17,Asia,Vietnam,Danang,OZ7,P,589000,5,17182
117******8.226,1/23/17,JU,JUAUP704OZ7,2/6/17,Asia,Vietnam,Hoi An,OZ7,P,589000,5,17183
211******1.186,1/23/17,MD,MDAPP3105JR5,2/1/17,Asia,Philippines,Boracay,5JR5,P,779000,5,17184
211******1.186,1/23/17,HN,HNAPP179PRY,2/1/17,Asia,Philippines,Details,PRY,P,669000,5,17185
211******1.186,1/23/17,HN,HNAPP179PRY,2/1/17,Asia,Philippines,Details,PRY,P,669000,5,17186
211******1.186,1/23/17,MD,MDAPE320PRM7,2/1/17,Asia,Philippines,Boracay,PRM7,P,1059000,5,17187
211******1.186,1/23/17,HN,HNAPA113PR3,2/1/17,Asia,Philippines,Boracay,PR3,F,897000,5,17188
223******9.237,1/23/17,LT091,LT0917506AAAKE,3/3/17,Middle East,United Arab Emirates,Dubai,KE,P,1299000,5,17189
223******8.174,1/23/17,HN,HNAVP110TWT,2/25/17,Asia,Vietnam,Vung Tau,TWT,P,663800,4,17190
223******8.174,1/23/17,HN,HNAVP110TWT,2/25/17,Asia,Vietnam,Ho Chi Minh,TWT,P,663800,4,17191
223******.212,1/23/17,HN,HNAVP110TWT,2/25/17,Asia,Vietnam,Vung Tau,TWT,P,663800,4,17192
223******.212,1/23/17,HN,HNAVP110TWT,2/25/17,Asia,Vietnam,Ho Chi Minh,TWT,P,663800,4,17193
223******.212,1/23/17,HN,HNAVP110TWT,2/17/17,Asia,Vietnam,Vung Tau,TWT,P,563800,4,17194
223******.212,1/23/17,HN,HNAVP110TWT,2/17/17,Asia,Vietnam,Ho Chi Minh,TWT,P,563800,4,17195
223******.212,1/23/17,HN,HNAVP110TWT,2/27/17,Asia,Vietnam,Vung Tau,TWT,P,803800,4,17196
223******.212,1/23/17,HN,HNAVP110TWT,2/27/17,Asia,Vietnam,Ho Chi Minh,TWT,P,803800,4,17197
223******8.174,1/23/17,KR,KR1202014174OZ,2/22/17,Asia,Vietnam,Vung Tau,OZ,P,599000,5,17198
223******8.174,1/23/17,KR,KR1202014174OZ,2/22/17,Asia,Vietnam,Ho Chi Minh,OZ,P,599000,5,17199
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Noboribetsu,TW2,P,979000,4,17200
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Lake Toya,TW2,P,979000,4,17201
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Sapporo,TW2,P,979000,4,17202
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Muroran,TW2,P,979000,4,17203
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Otaru,TW2,P,979000,4,17204
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Chitose,TW2,P,979000,4,17205
27.******164,1/23/17,JU,JUJHP451TW2,2/17/17,Asia,Japan,Hakodate,TW2,P,979000,4,17206
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Noboribetsu,TW2,P,899000,4,17207
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Lake Toya,TW2,P,899000,4,17208
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Sapporo,TW2,P,899000,4,17209
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Muroran,TW2,P,899000,4,17210
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Otaru,TW2,P,899000,4,17211
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Chitose,TW2,P,899000,4,17212
27.******164,1/23/17,JU,JUJHP451TW2,2/18/17,Asia,Japan,Hakodate,TW2,P,899000,4,17213
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Noboribetsu,TW2,P,949000,4,17214
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Lake Toya,TW2,P,949000,4,17215
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Sapporo,TW2,P,949000,4,17216
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Muroran,TW2,P,949000,4,17217
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Otaru,TW2,P,949000,4,17218
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Chitose,TW2,P,949000,4,17219
27.******164,1/23/17,JU,JUJHP451TW2,2/26/17,Asia,Japan,Hakodate,TW2,P,949000,4,17220
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Noboribetsu,TW2,P,949000,4,17221
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Lake Toya,TW2,P,949000,4,17222
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Sapporo,TW2,P,949000,4,17223
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Muroran,TW2,P,949000,4,17224
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Otaru,TW2,P,949000,4,17225
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Chitose,TW2,P,949000,4,17226
27.******164,1/23/17,JU,JUJHP451TW2,2/27/17,Asia,Japan,Hakodate,TW2,P,949000,4,17227
27.******164,1/23/17,JU,JUJHP451TW2,2/12/17,Asia,Japan,Noboribetsu,TW2,P,1049000,4,17228
27.******164,1/23/17,JU,JUJHP451TW2,2/12/17,Asia,Japan,Lake Toya,TW2,P,1049000,4,17229
